keyword,title,price,rating,reviews,platform,delivery,brand,price_range,popularity_score,raw_price,discount
refrigerator,Whirlpool 36-inch Wide Side-by-Side Refrigerator - 25 cu. ft.,43.99,3.6,200000,Rent-A-Center,Free delivery,Whirlpool,low-Budget,43.941879523863626,43.99,0
refrigerator,Frigidaire 19 Cu. Ft. Standard-Depth French Door Refrigerator frfn1801af,1199.99,3.3,10,Best Buy,Free delivery by Tue,Frigidaire,low-Budget,7.913054400234623,1199.99,0
refrigerator,"Frigidaire 26 Cu. Ft. 36"" Standard Depth Side by Side Refrigerator",1449.99,4.7,6550,"Filco Superstore - Sacramento, CA",Free delivery by Tue,Frigidaire,low-Budget,41.30065304703982,1449.99,0
refrigerator,GE 15.6 Cu. Ft. Top-Freezer Refrigerator,746.0,4.4,18000,degroods,Free delivery by Mon,GE,low-Budget,43.112003399919104,746.0,0
refrigerator,Hamilton Beach 15.6 cu ft Side by Side Refrigerator hz8551,584.0,5.0,4080,Walmart,Free delivery,Unknown,low-Budget,41.57048667702903,584.0,0
refrigerator,IKEA OLOFSFORS top-freezer refrigerator,899.0,1.4,10,IKEA,Unknown,Unknown,low-Budget,3.357053381917719,899.0,0
refrigerator,Frigidaire 13.9 Cu ft Top Freezer Refrigerator,746.99,4.7,61000,"Filco Superstore - Sacramento, CA",Free delivery by Tue,Frigidaire,low-Budget,51.78763402137939,746.99,0
refrigerator,"Frigidaire Gallery 25.6 Cu. Ft. 36"" Standard Depth Side by Side Refrigerator",1436.99,2.7,88000,Apartment Supply by Feder's Distributors,Unknown,Frigidaire,low-Budget,30.73977933398678,1436.99,0
refrigerator,Insignia 22 in. Wide 10.1 Cu. Ft. Top-Freezer Refrigerator with Reversible Door and ENERGY STAR Certification,329.99,2.9,2270,Best Buy,Free delivery,Insignia,low-Budget,22.411129072106117,329.99,0
refrigerator,"LG 30 in. W 20 cu. ft. Top Freezer Refrigerator w/ Multi-Air Flow and Reversible Door in Stainless Steel,ENERGY STAR",879.0,2.8,22000,Home Depot,Unknown,LG,low-Budget,27.996760920388063,879.0,0
refrigerator,GE 17.5 Cu. Ft. Stainless Steel Top Freezer Refrigerator,699.96,3.0,4840,Appliance Warehouse & BBQ Supply,Unknown,GE,low-Budget,25.454629769819086,699.96,0
refrigerator,Insignia 30 in. Wide 18 Cu. Ft. Top-Freezer Refrigerator with ENERGY STAR Certification,479.99,3.5,28000,Best Buy,Free delivery,Insignia,low-Budget,35.83998425981861,479.99,0
refrigerator,IKEA LAGAN top-freezer refrigerator,749.0,5.0,10,IKEA,Unknown,Unknown,low-Budget,11.989476363991853,749.0,0
refrigerator,LG 24 Cu. Ft. Top Freezer Refrigerator,879.0,5.0,9010,Home Depot,Unknown,LG,low-Budget,45.53100666117519,879.0,0
refrigerator,Haier 596 L Frost Free Side by Side Convertible Refrigerator with Inverter,663.37,3.89,6100,Ysvara Lifestyle,Free delivery,Haier,low-Budget,33.90604900778071,663.37,0
refrigerator,Frigidaire Gallery 7.5 Cu. Ft. Top Mount Fridge,251.9,2.6,2800,Sam's Club,Unknown,Frigidaire,low-Budget,20.638102615676285,251.9,0
refrigerator,"Whirlpool 36"" 24.6 Cu. Ft. White Side-by-Side Refrigerator",1748.99,3.1,190000,Don's Appliances,Unknown,Whirlpool,low-Budget,37.67983230428867,1748.99,0
refrigerator,Tacool Mini Refrigerator with Top Freezer 43 Liter Dual Door Small Refrigerator with 7-Level Adjustable Thermostat for Office,89.99,3.89,10,Walmart - TACOOL,Unknown,Unknown,low-Budget,9.327812611185662,89.99,0
refrigerator,Frigidaire 13.9 Cu ft Top Freezer Refrigerator,701.0,4.7,61000,Designer Home Surplus,Unknown,Frigidaire,low-Budget,51.78763402137939,701.0,0
refrigerator,Tacool Small Mini Fridge with Top Freezer Compact Refrigerator Dual Door with Adjustable Thermostat,99.99,4.0,10,Walmart - TACOOL,Unknown,Unknown,low-Budget,9.591581091193483,99.99,0
refrigerator,Frigidaire Top Mount Refrigerator - Silver | FFHT1425VV | Warners' Stellian,749.99,4.4,60000,Warners' Stellian Appliance,Unknown,Frigidaire,low-Budget,48.40931263402088,749.99,0
refrigerator,"GE ENERGY STAR 36"" 27.9 Cu. Ft. Black Side-by-Side Refrigerator with Extra Tall Dispenser and In-Door Icemaker",2099.0,3.89,6100,athertonappliance.com,Unknown,GE,low-Budget,33.90604900778071,2099.0,0
refrigerator,"GE 36"" 27.9 Cu. Ft. White Side-by-Side Refrigerator with Extra Tall Dispenser and In-Door Icemaker",1999.0,5.0,3080,Halvorson Company,Unknown,GE,low-Budget,40.16504749298334,1999.0,0
refrigerator,GE 21.9 cu. ft. Top Freezer Refrigerator in White (GTS22KGNRWW),113.79,3.89,6100,littlewoods,Free delivery by Tue,GE,low-Budget,33.90604900778071,113.79,0
refrigerator,Frigidaire 7.5 Cu ft Top-Mount Refrigerator efr749,298.0,4.9,3140,Walmart,Free delivery,Frigidaire,low-Budget,39.45625284773937,298.0,0
refrigerator,"3.1 Cu Ft Compact Two-Door Mini Fridge With Freezer – Freestanding, Black, 2 Shelves",89.5,3.89,6100,praktijkzinnia.be,Unknown,Unknown,low-Budget,33.90604900778071,89.5,0
refrigerator,"Whirlpool 33 Inch Freestanding Side by Side Refrigerator with 21.4 Cu. Ft. Total Capacity WRS321SDH(V/B/Z/W), C Grade / White",899.0,3.3,240000,KC Appliance Outlet,Unknown,Whirlpool,low-Budget,40.881714617640974,899.0,0
refrigerator,Wanai Two Door Mini Fridge with Freezer,129.98,3.2,490,Walmart - Alifemap,Unknown,Unknown,low-Budget,19.828621208942465,129.98,0
refrigerator,Ggtb 4.0 Cu.ft 2-Door Mini Fridge with Bottom Freezer,195.99,3.0,10,Walmart - KRIB BLING,Free delivery,Unknown,low-Budget,7.193685818395112,195.99,0
refrigerator,GE Profile - 36 in. Wide 27.9 Cu. Ft. 4-Door French Door Smart Refrigerator with Hands-Free AutoFill - Stainless Steel,39.0,3.89,6100,ohiofurnitureusa.com,Unknown,GE,low-Budget,33.90604900778071,39.0,0
refrigerator,Frigidaire - Professional 36 in. Wide 22.3 Cu. Ft. Side by Side Counter Depth Refrigerator - Smudge Proof Stainless Steel,39.0,3.89,6100,ohiofurnitureusa.com,Unknown,Frigidaire,low-Budget,33.90604900778071,39.0,0
refrigerator,Frigidaire Gallery - 23 Cu. Ft. Counter-Depth French Door Refrigerator with Free Additional Filter Kit,3059.0,3.6,24000,Frigidaire,Free delivery,Frigidaire,low-Budget,36.309062790463386,3059.0,0
refrigerator,"Frigidaire Gallery - 22 Cu. Ft. 36"" Counter Depth Side by Side Refrigerator with Free Additional Filter Kit",1649.0,5.0,38000,Frigidaire,Free delivery,Frigidaire,low-Budget,52.72683877075871,1649.0,0
refrigerator,Whirlpool 36-inch Wide Side-by-Side Refrigerator - 25 cu. ft.,43.99,3.6,200000,Rent-A-Center,Free delivery,Whirlpool,low-Budget,43.941879523863626,43.99,0
refrigerator,GE Profile ENERGY STAR 22.4 Cu. Ft. Smart Counter-Depth 4-Door French-Door Refrigerator with Kitchen Assistant pxd22hyyfs,3499.99,2.9,10,Sherman's,Unknown,GE,low-Budget,6.953896291115274,3499.99,0
refrigerator,Frigidaire 19 Cu. Ft. Standard-Depth French Door Refrigerator frfn1801af,1199.99,3.3,10,Best Buy,Free delivery by Tue,Frigidaire,low-Budget,7.913054400234623,1199.99,0
refrigerator,"Frigidaire 26 Cu. Ft. 36"" Standard Depth Side by Side Refrigerator",1449.99,4.7,6550,"Filco Superstore - Sacramento, CA",Free delivery by Tue,Frigidaire,low-Budget,41.30065304703982,1449.99,0
refrigerator,GE 15.6 Cu. Ft. Top-Freezer Refrigerator,746.0,4.4,18000,degroods,Free delivery by Mon,GE,low-Budget,43.112003399919104,746.0,0
refrigerator,Hamilton Beach 15.6 cu ft Side by Side Refrigerator hz8551,584.0,5.0,4080,Walmart,Free delivery,Unknown,low-Budget,41.57048667702903,584.0,0
refrigerator,IKEA OLOFSFORS top-freezer refrigerator,899.0,1.4,10,IKEA,Unknown,Unknown,low-Budget,3.357053381917719,899.0,0
refrigerator,Frigidaire 13.9 Cu ft Top Freezer Refrigerator,746.99,4.7,61000,"Filco Superstore - Sacramento, CA",Free delivery by Tue,Frigidaire,low-Budget,51.78763402137939,746.99,0
refrigerator,"Frigidaire Gallery 25.6 Cu. Ft. 36"" Standard Depth Side by Side Refrigerator",1436.99,2.7,88000,Apartment Supply by Feder's Distributors,Unknown,Frigidaire,low-Budget,30.73977933398678,1436.99,0
refrigerator,Insignia 22 in. Wide 10.1 Cu. Ft. Top-Freezer Refrigerator with Reversible Door and ENERGY STAR Certification,329.99,2.9,2270,Best Buy,Free delivery,Insignia,low-Budget,22.411129072106117,329.99,0
refrigerator,"LG 30 in. W 20 cu. ft. Top Freezer Refrigerator w/ Multi-Air Flow and Reversible Door in Stainless Steel,ENERGY STAR",879.0,2.8,22000,Home Depot,Unknown,LG,low-Budget,27.996760920388063,879.0,0
refrigerator,GE 17.5 Cu. Ft. Stainless Steel Top Freezer Refrigerator,699.96,3.0,4840,Appliance Warehouse & BBQ Supply,Unknown,GE,low-Budget,25.454629769819086,699.96,0
refrigerator,Insignia 30 in. Wide 18 Cu. Ft. Top-Freezer Refrigerator with ENERGY STAR Certification,479.99,3.5,28000,Best Buy,Free delivery,Insignia,low-Budget,35.83998425981861,479.99,0
refrigerator,IKEA LAGAN top-freezer refrigerator,749.0,5.0,10,IKEA,Unknown,Unknown,low-Budget,11.989476363991853,749.0,0
refrigerator,LG 24 Cu. Ft. Top Freezer Refrigerator,879.0,5.0,9010,Home Depot,Unknown,LG,low-Budget,45.53100666117519,879.0,0
refrigerator,Haier 596 L Frost Free Side by Side Convertible Refrigerator with Inverter,663.37,3.89,6100,Ysvara Lifestyle,Free delivery,Haier,low-Budget,33.90604900778071,663.37,0
refrigerator,"Frigidaire 22.3 Cu. Ft. 33"" Standard Depth Side By Side Refrigerator",1281.99,3.6,74000,Apartment Supply by Feder's Distributors,Unknown,Frigidaire,low-Budget,40.36260198819065,1281.99,0
gaming laptop,"HP Victus 15.6"" Full HD 144Hz Gaming Laptop Intel Core i5-13420H",779.0,4.5,5890,Best Buy,Unknown,HP,low-Budget,39.06531468684759,779.0,0
gaming laptop,"Acer Nitro V 15.6"" Gaming Laptop Intel Core 5 210H",899.0,4.8,990,Walmart,1 hour delivery $20,Acer,low-Budget,33.113829764783944,899.0,0
gaming laptop,"Lenovo Legion 5 15IRX10 OLED 15.1"" Gaming Laptop Computer",2199.99,4.39,103,Micro Center,Unknown,Lenovo,low-Budget,20.388876047230625,2199.99,0
gaming laptop,"ASUS ROG Zephyrus G16 16"" 2.5K OLED 240Hz Gaming Laptop Intel Core Ultra 9 285H",2149.99,4.6,2520,Best Buy,Free delivery,Asus,low-Budget,36.029090265064426,2149.99,0
gaming laptop,"Razer Blade 18 18"" GeForce RTX 5090 Laptop GPU Intel Core Ultra 9 275HX",6999.99,4.39,6100,Razer.com,Free delivery,Unknown,Mid-Range,38.26415299335663,6999.99,0
gaming laptop,New Asus Rog Strix G16 g614fm Ryzen 9 9955hx 2.5ghz 16gb RAM 1tb Ssd Rtx 5060,1599.0,4.3,920,Walmart,1 hour delivery $20,Asus,low-Budget,29.349478155897817,1599.0,0
gaming laptop,"Alienware 15.3"" 2K Gaming Laptop AMD Ryzen 200 Series R7 260 2026 da15265",1924.99,4.4,340,Best Buy,Free delivery by Mon,Unknown,low-Budget,25.660282900047477,1924.99,0
gaming laptop,"Acer Nitro V 16 AI Copilot+ PC Anv16-61-r8ue 16"" Gaming Laptop Computer",1299.99,3.0,20,Micro Center,Unknown,Acer,low-Budget,9.13356731317027,1299.99,0
gaming laptop,"Lenovo Legion 5 15IRX10 Gaming Laptop 15.1"" WQXGA OLED 165Hz Display Intel Core i7-14700HX",1499.0,4.4,880,Walmart,1 hour delivery $20,Lenovo,low-Budget,29.836653554119195,1499.0,0
gaming laptop,"HyperX HP OMEN 16"" 165Hz 2.5K OLED Gaming Laptop AMD Ryzen 9 8940HX",2149.99,4.6,390,Best Buy,Free delivery by Tue,HP,low-Budget,27.45605477593268,2149.99,0
gaming laptop,"Acer 16"" Nitro V 16S Gaming Laptop",1399.99,5.0,30,B&H Photo-Video-Audio,Free delivery by Tue,Acer,low-Budget,17.16993602242573,1399.99,0
gaming laptop,Razer Blade 18 Ultra-thin 18-inch gaming laptop Dual UHD+ 240 Hz,3499.99,4.39,6100,Razer.com,Free delivery,Unknown,low-Budget,38.26415299335663,3499.99,0
gaming laptop,"ASUS TUF Gaming A16 16"" 165Hz FHD+ Gaming Laptop AMD Ryzen 9 8940HX 2025",2224.99,4.7,190,Best Buy,Free delivery by Mon,Asus,low-Budget,24.68568511181916,2224.99,0
gaming laptop,Msi Cyborg 15.6 inch 144Hz Gaming Laptop Intel Core i5-13420H,899.0,4.59,880,Walmart,Free delivery,Unknown,low-Budget,31.125054503047064,899.0,0
gaming laptop,"Acer Nitro V ANV15-52-574M 15.6"" Gaming Laptop Computer",999.99,4.39,103,Micro Center,Unknown,Acer,low-Budget,20.388876047230625,999.99,0
gaming laptop,"HP Victus 15.6"" Full HD Gaming Laptop AMD Ryzen 5 7535HS",1249.99,4.1,160,Best Buy,Free delivery,HP,low-Budget,20.833757896436296,1249.99,0
gaming laptop,"Lenovo 18"" Legion 9i Gaming Laptop",4999.0,4.56,30,B&H Photo-Video-Audio,Free delivery by Tue,Lenovo,low-Budget,15.658981652452265,4999.0,0
gaming laptop,Asus ROG Strix G18 Gaming Laptop 18 Wqxda 240hz AMD Ryzen 9 9955hx Nvidia GeForce Rtx 5070 8GB Vram,2099.0,4.4,870,Walmart,Free delivery,Asus,low-Budget,29.786424698151016,2099.0,0
gaming laptop,"ASUS ROG Strix G16 16"" FHD 165Hz Gaming Laptop AMD Ryzen 9 8940HX",2299.99,4.5,4410,Best Buy,Free delivery by Mon,Asus,low-Budget,37.76335515047223,2299.99,0
gaming laptop,ASUS TUF F17 17.3 144Hz Gaming Laptop NVIDIA GeForce RTX 3050,749.99,4.39,6100,Staples,Free delivery by Wed,Asus,low-Budget,38.26415299335663,749.99,0
gaming laptop,"HP OMEN Transcend 14-fb1013dx Gaming Laptop 14"" 3K OLED 120Hz Display Intel Core Ultra 7 255h",2499.99,4.7,290,Best Buy,Free delivery by Mon,HP,low-Budget,26.664619355706016,2499.99,0
gaming laptop,"Acer 16"" Predator Helios Neo 16 AI LED IPS Gaming Laptop",1999.99,4.2,90,B&H Photo-Video-Audio,Free delivery by Tue,Acer,low-Budget,18.94560992737077,1999.99,0
gaming laptop,"Laptop 15.6 FHD Gaming Laptop, AMD Ryzen 7 5700u, 16gb Ram, 512gb Ssd, Windows 11 Pro, Graphite, WiFi 6, Backlit KB, Gray",529.39,3.8,210,Walmart - NIPOGI Official Store,Free delivery by Wed,Unknown,low-Budget,20.337060907209054,529.39,0
gaming laptop,"HyperX HP OMEN 16"" 165Hz 2K Gaming Laptop Intel Core Ultra 7 356H",1799.99,4.5,150,Best Buy,Unknown,HP,low-Budget,22.577759265667158,1799.99,0
gaming laptop,"Lenovo Legion 5a 15.3"" OLED WQXGA 165Hz Copilot+ PC Gaming Notebook AMD Ryzen 7 250 16GB RAM 512GB SSD NVIDIA GeForce RTX 5060",1549.99,4.39,6100,Newegg.com - antonline,Free delivery,Lenovo,low-Budget,38.26415299335663,1549.99,0
gaming laptop,"ASUS TUF Gaming F16 16"" 144Hz FHD+ Gaming Laptop Intel Core i7-14650HX 2024",1389.99,4.7,160,Best Buy,Free delivery,Asus,low-Budget,23.88260051542698,1389.99,0
gaming laptop,HP Hyperx Omen 15.3 inch Wuxga 165Hz 2K IPS Gaming Laptop Intel Core 5 210h,1199.0,5.0,10,Walmart,Free delivery,HP,low-Budget,11.989476363991853,1199.0,0
gaming laptop,"Dell 16"" Alienware 16 Aurora Gaming Laptop",1429.99,4.0,20,B&H Photo-Video-Audio,Free delivery by Tue,Dell,low-Budget,12.178089750893692,1429.99,0
gaming laptop,"Lenovo Legion Pro 5i 16"" 2.5k OLED Gaming Laptop Intel Core Ultra 9 275HX 2025",2749.99,4.7,2530,Best Buy,Free delivery,Lenovo,low-Budget,36.83093787456208,2749.99,0
gaming laptop,Acer Nitro V 16 Wuxga IPS 165Hz Gaming Laptop Intel Core 5 Processor 210h,1399.0,4.59,880,Walmart,1 hour delivery $20,Acer,low-Budget,31.125054503047064,1399.0,0
gaming laptop,"Lenovo LOQ 15.6"" 2K Gaming Laptop AMD Ryzen 7 170 2025",999.99,4.3,30,Best Buy,Free delivery,Lenovo,low-Budget,14.766144979286128,999.99,0
gaming laptop,"ASUS ROG Flow Z13 GZ302EAC-XS99 Kojima Productions Edition 13.4"" 2-in-1 Laptop Computer",3699.99,5.0,20,B&H Photo-Video-Audio,Free delivery by Tue,Asus,low-Budget,15.222612188617115,3699.99,0
gaming laptop,GIGABYTE Gaming A16 Gaming Laptop 165Hz 1920x1200 WUXGA RTX 5070,1599.99,4.5,230,Best Buy,Free delivery by Tue,Unknown,low-Budget,24.49087969734807,1599.99,0
gaming laptop,"Asus ROG Zephyrus G14 14"" 3K OLED 120Hz Gaming Laptop AMD Ryzen 9 270",2299.99,4.4,4340,EXcaliberPC.com,Unknown,Asus,low-Budget,36.853784067318216,2299.99,0
gaming laptop,"MSI Raider 16 HX 16"" 2.5K QHD+ 240Hz Gaming Laptop Intel Ultra 9 275HX 2025",2549.99,4.4,1080,Best Buy,Free delivery,Unknown,low-Budget,30.736823997612518,2549.99,0
gaming laptop,Alienware 18 Area-51 Gaming Laptop,3999.99,4.5,4580,Dell,Free delivery,Unknown,low-Budget,37.933526672490345,3999.99,0
gaming laptop,"ASUS TUF A16 FA607NU Gaming Laptop 16"" WUXGA IPS 144Hz Display AMD Ryzen 5 7535HS",1049.0,4.5,320,Walmart,Free delivery,Asus,low-Budget,25.971485054085072,1049.0,0
gaming laptop,"ASUS ROG Flow Z13 13.4"" 2.5K 180Hz QHD+ Touch Screen",2099.99,4.5,2360,Best Buy,Free delivery by Mon,Asus,low-Budget,34.950782416884806,2099.99,0
gaming laptop,ASUS ROG Flow Z13,2199.99,4.6,1410,B&H Photo-Video-Audio,Free delivery by Tue,Asus,low-Budget,33.359448178522946,2199.99,0
gaming laptop,"GIGABYTE GAMING A16 16"" 165Hz 1920x1200 WUXGA Intel Core i7-13620H",1299.99,4.4,830,Best Buy,Free delivery,Unknown,low-Budget,29.579571097363974,1299.99,0
gaming laptop,HP Victus 15 Ryzen 5 8645HS RTX 4050 8GB DDR5 RAM 15.6 inch,1070.0,4.39,6100,ezonelb.com,Unknown,HP,low-Budget,38.26415299335663,1070.0,0
gaming laptop,"15.6"" Gaming Laptop-IPS Fhd, AMD Ryzen 7 8745hs Radeon 780m GPU (Beat R9 6900hx, up to 4.9GHz) 32gb Ddr5 RAM 1TB SSD 100w Type-C Computer with",1079.99,4.39,6100,Walmart - ESOOR,Free delivery,Unknown,low-Budget,38.26415299335663,1079.99,0
gaming laptop,"15.6"" Gaming Laptop-IPS Fhd, AMD Ryzen 7 8745hs Radeon 780m GPU (Beat R9 6900hx, up to 4.9GHz) 16gb Ddr5 RAM 512gb SSD 100w Type-C Computer with",729.99,4.39,6100,Walmart - ESOOR,Free delivery,Unknown,low-Budget,38.26415299335663,729.99,0
gaming laptop,Refurbished Nimo 15.6 N153 FHD R5 6600H Laptop Adata RAM / Bundle Kingston/WD,549.97,5.0,1160,"Walmart - Cleamol Co.,Ltd",Unknown,Unknown,low-Budget,35.285184908489455,549.97,0
gaming laptop,"Dell - Upgraded - Alienware 15.3"" 165Hz Gaming Laptop,AMD Ryzen 5 220,16GB DDR5,1TB SSD+1TB Dock Set,GeForce RTX 4050,Win 11 - Black",1349.0,4.3,2290,Best Buy,Unknown,Dell,low-Budget,33.26799783455003,1349.0,0
gaming laptop,"15.6"" Gaming Laptop-IPS Fhd, AMD Ryzen 7 8745hs Radeon 780m GPU (Beat R9 6900hx, up to 4.9GHz) 32gb Ddr5 RAM 2TB SSD 100w Type-C Computer with",1099.99,4.39,6100,Walmart - ESOOR,Free delivery,Unknown,low-Budget,38.26415299335663,1099.99,0
gaming laptop,"2026 Hp Victus Gaming Laptop 15.6"" Ryzen 7 Nvidia Rtx 4050 Upto 64gb",1499.0,4.39,6100,eBay - hellogoodlife1,Free delivery by Wed,HP,low-Budget,38.26415299335663,1499.0,0
gaming laptop,"2026 Hp Victus Gaming Laptop 15.6"" Ryzen 7 Nvidia Rtx 4050 Upto 64gb",1949.0,4.39,6100,eBay - hellogoodlife1,Free delivery by Fri,HP,low-Budget,38.26415299335663,1949.0,0
gaming laptop,"GIGABYTE - Upgraded - A16 16"" WUXGA 165Hz Gaming Laptop,Intel i7-13620H,RTX 5070,32GB,1TB SSD+1TB Dock,Backlit,Win11 Pro - Black Steel",1899.0,4.4,1080,Best Buy,Unknown,Unknown,low-Budget,30.736823997612518,1899.0,0
gaming laptop,"15.6"" Gaming Laptop-IPS Fhd, AMD Ryzen 7 8745hs Radeon 780m GPU (Beat R9 6900hx, up to 4.9GHz) 64gb Ddr5 RAM 2TB SSD 100w Type-C Computer with",1599.99,4.39,6100,Walmart - ESOOR,Free delivery,Unknown,low-Budget,38.26415299335663,1599.99,0
gaming laptop,Nimo 15.6 inch IPS FHD AMD Ryzen 5 6600h 16gb Ddr5 RAM 512gb SSD (6 Cores Up to 4.5GHz) AMD Radeon 660m GPU-Computer with 100w Type-C Gaming Laptop,599.99,4.39,1160,"Walmart - Cleamol Co.,Ltd",Unknown,Unknown,low-Budget,30.98039234965374,599.99,0
gaming laptop,"Dell Alienware Aurora 16"" Core7-240h Laptop Ram 32gb 1tb Rtx5060",3744.9,5.0,3180,eBay - ksmtop,Unknown,Dell,low-Budget,40.324754458745716,3744.9,0
gaming laptop,"Dell - Upgraded - Alienware 15.3"" 165Hz Gaming Laptop,AMD Ryzen 5 220,32GB DDR5,1TB SSD+1TB Dock Set,GeForce RTX 4050,Win 11 - Black",1499.0,5.0,2030,Best Buy,Unknown,Dell,low-Budget,38.08141780790193,1499.0,0
gaming laptop,"Dell - Alienware 15.3"" 165Hz Gaming Laptop,AMD Ryzen 5 220,16GB DDR5,512GB SSD+1TB Dock Set,GeForce RTX 4050,Win 11 - Black",1199.0,4.4,1080,Best Buy,Unknown,Dell,low-Budget,30.736823997612518,1199.0,0
gaming laptop,"GIGABYTE - Upgraded - A16 16"" WUXGA 165Hz Gaming Laptop,Intel i7-13620H,RTX 5070,32GB,2TB SSD+1TB Dock,Backlit,Win11 Pro - Black Steel",2089.0,4.4,1080,Best Buy,Unknown,Unknown,low-Budget,30.736823997612518,2089.0,0
gaming laptop,"Alienware - 15.3"" FHD+ Gaming Laptop - AMD Ryzen 200 Series R5 220 2026 - 16GB Memory - NVIDIA GeForce RTX 4050 6GB - 512GB Storage - Black",1149.99,4.4,1080,Best Buy,Unknown,Unknown,low-Budget,30.736823997612518,1149.99,0
gaming laptop,"Laptop 15.6 FHD Gaming Laptop, AMD Ryzen 7 5700u, 16gb Ram, 512gb Ssd, Windows 11 Pro, Graphite, WiFi 6, Backlit KB, Gray",529.39,3.1,350,Walmart - NIPOGI Official Store,Free delivery by Wed,Unknown,low-Budget,18.168437292744184,529.39,0
gaming laptop,"Dell - Alienware 16 Aurora 16"" Gaming Laptop,Intel Core 7 240H,16GB DDR5,1TB SSD+1TB Dock Set,GeForce RTX 5060,Win 11 - Blue",1799.0,2.7,2480,Best Buy,Unknown,Dell,low-Budget,21.104325855967865,1799.0,0
gaming laptop,"Dell - Upgraded - Alienware 15.3"" Gaming Laptop,AMD Ryzen 5 220,32GB DDR5,1TB SSD+1TB Dock Set,GeForce RTX 4050,Win 11 Pro - Black",1499.0,4.4,1080,Best Buy,Unknown,Dell,low-Budget,30.736823997612518,1499.0,0
gaming laptop,"Dell Alienware Aurora 16 16"" WQXGA 120Hz Gaming Laptop, Intel Core 7 240H, 64GB DDR5, 3TB Storage(2TB SSD+1TB Docking Station Set), GeForce RTX 5050 8",2449.0,3.2,2500,Newegg.com - Snow Bell,Free delivery,Dell,low-Budget,25.03822697880838,2449.0,0
gaming laptop,"Dell - Upgraded - Alienware 15.3"" Gaming Laptop,AMD Ryzen 5 220,16GB DDR5,1TB SSD+1TB Dock Set,GeForce RTX 4050,Win 11 Pro - Black",1349.0,4.4,1080,Best Buy,Unknown,Dell,low-Budget,30.736823997612518,1349.0,0
gaming laptop,"Dell - Alienware 16 16"" Gaming Laptop,Intel Core 7 240H,64GB DDR5,2TB SSD+1TB Dock Station,GeForce RTX 5060,Win 11 - Blue",2679.0,2.5,3980,Best Buy,Unknown,Dell,low-Budget,20.723220807500795,2679.0,0
gaming laptop,"Dell - Alienware 16 16"" Gaming Laptop,Intel Core 7 240H,16GB DDR5,1TB SSD+1TB Dock Station,GeForce RTX 5060,Win 11 - Blue",1799.0,2.5,3070,Best Buy,Unknown,Dell,low-Budget,20.074396301102055,1799.0,0
gaming laptop,"Asus Vivobook V16 Gaming 16 Inch Laptop Bundle, Intel Core 7 240h, 32gb Ddr5, 1TB Ssd, Black",1974.99,4.4,1080,Best Buy,Unknown,Asus,low-Budget,30.736823997612518,1974.99,0
gaming laptop,"HyperX - Upgraded - HP OMEN 16"" 2K Gaming Laptop,Intel Core Ultra 7 356H,16GB RAM,1TB SSD+1TB Dock Set,GeForce RTX 5060,Win 11 Pro - Shadow Black",1949.0,4.6,280,Best Buy,Unknown,HP,low-Budget,25.936431478935226,1949.0,0
gaming laptop,"Dell - Alienware 16 16"" Gaming Laptop,Intel Core 7 240H,32GB DDR5,2TB SSD+1TB Dock Station,GeForce RTX 5060,Win 11 - Blue",2229.0,4.9,2790,Best Buy,Unknown,Dell,low-Budget,38.87736064432798,2229.0,0
gaming laptop,"Dell - Alienware 16 16"" Gaming Laptop,Intel Core 7 240H,32GB DDR5,1TB SSD+1TB Dock Station,GeForce RTX 5060,Win 11 - Blue",2049.0,4.5,3310,Best Buy,Unknown,Dell,low-Budget,36.472524918962606,2049.0,0
gaming laptop,"Dell - Upgraded - Alienware 18 18"" QHD+ 300Hz Gaming Laptop,Intel Ultra 9 275HX,RTX 5070 Ti,64GB,2TB SSD+1TB Dock, Win 11 Pro - Liquid Teal",4929.0,5.0,130,Best Buy,Unknown,Dell,low-Budget,24.375986616005754,4929.0,0
gaming laptop,"Dell Alienware Aurora 16 16"" WQXGA 120Hz Gaming Laptop, Intel Core 7 240H, 32GB DDR5, 2TB Storage(1TB SSD+1TB Docking Station Set), GeForce RTX 5050 8",1849.0,3.6,3980,Newegg.com - Snow Bell,Free delivery,Dell,low-Budget,29.84143796280114,1849.0,0
gaming laptop,"Dell - Upgraded - Alienware 18 18"" QHD+ 300Hz Gaming Laptop,Intel Ultra 9 275HX,RTX 5070 Ti,64GB,4TB SSD+1TB Dock, Win 11 Pro - Liquid Teal",5269.0,4.8,1080,Best Buy,Unknown,Dell,Mid-Range,33.5310807246682,5269.0,0
gaming laptop,Nimo 17.3 inch Gaming Laptop AMD Ryzen 7 7735hs 16gb Ddr5 Ram,899.79,4.39,1160,"Walmart - Cleamol Co.,Ltd",Unknown,Unknown,low-Budget,30.98039234965374,899.79,0
gaming laptop,"Dell - Upgraded - Alienware 16X Aurora 16"" 2.5K 240Hz Gaming Laptop,Intel Ultra 9 275HX,RTX 5070,32GB RAM,2TB SSD+1TB Dock,Win 11 Pro - Interstellar",2649.0,4.4,1080,Best Buy,Unknown,Dell,low-Budget,30.736823997612518,2649.0,0
